OrderNumber,CustomerCode,OrderDate,RequiredDate,SalesPersonCode,ShippingMethod,PaymentTerms,Status,Priority,TotalAmount,Tax,Currency,BillingAddress,ShippingAddress
SO20250820558,CUST0265,2025-07-26,2025-08-26,SALES002,Overnight,Credit Card,Processing,Low,2040.51,155.51,USD,2452 Elm Rd Orlando FL 48937,2452 Elm Rd Orlando FL 48937
SO20250820559,CUST0329,2025-08-06,2025-08-21,SALES006,Ground,Wire Transfer,Open,High,1442.98,106.89,EUR,8041 Second Dr Generic City NC 50947,8041 Second Dr Generic City NC 50947
SO20250820560,CUST0266,2025-08-11,2025-08-22,SALES004,Freight,Wire Transfer,Processing,Low,2452.12,144.24,CAD,3319 First Rd Generic City NC 47506,3319 First Rd Generic City NC 47506
SO20250820561,CUST0327,2025-07-22,2025-09-03,SALES003,2-Day,NET45,Processing,High,2087.98,122.82,EUR,4168 First St Orlando FL 73858,4168 First St Orlando FL 73858
SO20250820562,CUST0425,2025-08-09,2025-08-25,SALES007,Ground,NET45,Open,Low,224.59,13.21,CAD,3743 Park St Generic City NJ 92490,3743 Park St Generic City NJ 92490
SO20250820563,CUST0296,2025-08-04,2025-09-03,SALES004,2-Day,Credit Card,Shipped,High,3641.34,254.05,CAD,2319 Second Dr Generic City GA 23777,3288 Warehouse St Generic City OH 87416
SO20250820564,CUST0050,2025-07-30,2025-08-28,SALES005,2-Day,COD,Closed,High,4850.44,285.32,EUR,8912 Park Ave Miami FL 31833,8912 Park Ave Miami FL 31833
SO20250820565,CUST0023,2025-07-24,2025-08-27,SALES005,Ground,Credit Card,Closed,Urgent,3025.5699999999997,224.12,USD,4115 Second Dr Syracuse NY 43007,4115 Second Dr Syracuse NY 43007
SO20250820566,CUST0421,2025-08-07,2025-08-31,SALES006,Freight,COD,Processing,Low,1329.4299999999998,101.32,CAD,6883 Main St Generic City OH 82669,6883 Main St Generic City OH 82669
SO20250820567,CUST0297,2025-08-03,2025-08-21,SALES002,Freight,Credit Card,Closed,Low,3729.4500000000003,219.38,USD,7572 Park Ave Generic City PA 81585,2725 Industrial St Generic City AZ 34986
SO20250820568,CUST0006,2025-08-06,2025-08-22,SALES001,Freight,NET15,On Hold,Urgent,5053.26,352.55,EUR,6300 Elm Dr Generic City MI 31932,6300 Elm Dr Generic City MI 31932
SO20250820569,CUST0138,2025-08-18,2025-08-26,SALES002,Freight,Credit Card,Open,Urgent,4515.03,315.0,CAD,2830 Washington Rd Generic City VA 50403,9252 Corporate Ave Generic City MA 53533
SO20250820570,CUST0276,2025-07-27,2025-09-03,SALES004,2-Day,Credit Card,Processing,Urgent,3072.9900000000002,253.73,CAD,5405 First Rd Generic City NJ 21592,5405 First Rd Generic City NJ 21592
SO20250820571,CUST0073,2025-07-27,2025-09-02,SALES004,Express,NET45,Shipped,High,4551.44,317.54,EUR,4401 Second Ave Generic City NJ 94887,4401 Second Ave Generic City NJ 94887
SO20250820572,CUST0312,2025-08-17,2025-08-27,SALES002,Pickup,Credit Card,Open,High,5234.32,432.19,CAD,403 Elm Ave Generic City PA 86941,403 Elm Ave Generic City PA 86941
SO20250820573,CUST0140,2025-07-28,2025-08-30,SALES001,Pickup,Credit Card,Shipped,Low,2556.0099999999998,189.33,EUR,790 Oak Dr Generic City NJ 88092,4602 Business Blvd Generic City NC 80963
SO20250820574,CUST0042,2025-07-26,2025-08-22,SALES002,Overnight,Wire Transfer,Processing,High,4241.0,314.15,EUR,4531 Park Blvd Generic City VA 15626,6995 Industrial Rd Generic City MI 77732
SO20250820575,CUST0497,2025-08-08,2025-08-26,SALES001,Overnight,Wire Transfer,Processing,Low,2984.96,175.59,CAD,1416 Park Dr Generic City GA 47384,7413 Business Ave Generic City WA 96192
SO20250820576,CUST0465,2025-08-01,2025-08-23,SALES006,2-Day,Wire Transfer,On Hold,High,2753.43,227.35,CAD,123 Main Blvd Generic City OH 95630,123 Main Blvd Generic City OH 95630
SO20250820577,CUST0066,2025-07-27,2025-08-24,SALES007,Express,NET45,Cancelled,Normal,3372.15,249.79,CAD,176 Oak Blvd Generic City NJ 25216,176 Oak Blvd Generic City NJ 25216
SO20250820578,CUST0021,2025-08-08,2025-08-31,SALES008,Express,NET45,Cancelled,High,324.6,24.04,CAD,2710 Washington Blvd Generic City VA 79816,2710 Washington Blvd Generic City VA 79816
SO20250820579,CUST0148,2025-08-06,2025-08-27,SALES004,Ground,Wire Transfer,Closed,Normal,2425.65,200.28,EUR,1648 Washington St Fort Worth TX 14843,4193 Business Dr Generic City AZ 50290
SO20250820580,CUST0322,2025-07-27,2025-08-31,SALES002,Freight,NET15,On Hold,High,296.18,20.66,USD,5277 Washington Rd Miami FL 72486,3619 Corporate Rd Generic City GA 95521
SO20250820581,CUST0385,2025-08-15,2025-08-29,SALES008,Overnight,NET45,Delivered,High,1909.3100000000002,141.43,EUR,6394 Park Blvd Generic City OH 13207,4480 Warehouse Dr Generic City OH 78831
SO20250820582,CUST0086,2025-07-30,2025-08-27,SALES005,Freight,COD,Open,Normal,326.59000000000003,22.79,CAD,6738 Elm Blvd Generic City PA 54639,7386 Warehouse Rd Orlando FL 55760
SO20250820583,CUST0070,2025-08-02,2025-08-25,SALES005,2-Day,COD,Open,High,3739.72,277.02,CAD,6418 Oak Ave Austin TX 73226,6418 Oak Ave Austin TX 73226
SO20250820584,CUST0309,2025-07-22,2025-08-26,SALES002,Ground,Credit Card,Open,Urgent,1114.14,84.91,CAD,5436 Park Blvd Generic City NJ 31434,5436 Park Blvd Generic City NJ 31434
SO20250820585,CUST0269,2025-07-21,2025-08-22,SALES004,Express,Wire Transfer,Processing,High,3378.12,278.93,CAD,1527 Main Rd Generic City AZ 10761,7333 Corporate Blvd Generic City VA 35385
SO20250820586,CUST0195,2025-08-19,2025-09-03,SALES005,Freight,Credit Card,Open,High,2398.16,177.64,USD,9495 Washington Blvd Generic City NJ 71646,9495 Washington Blvd Generic City NJ 71646
SO20250820587,CUST0310,2025-08-14,2025-08-31,SALES005,Overnight,COD,Cancelled,Normal,481.73999999999995,28.34,EUR,7626 Second Blvd Generic City MA 51469,7626 Second Blvd Generic City MA 51469
SO20250820588,CUST0029,2025-08-03,2025-08-25,SALES004,Ground,Credit Card,Delivered,High,3942.35,300.46,EUR,553 Washington Blvd Generic City VA 35390,553 Washington Blvd Generic City VA 35390
SO20250820589,CUST0069,2025-08-07,2025-08-21,SALES006,2-Day,Wire Transfer,On Hold,Urgent,389.65000000000003,32.17,CAD,6118 Park Dr Generic City MA 65503,6118 Park Dr Generic City MA 65503
SO20250820590,CUST0192,2025-08-02,2025-09-03,SALES002,Pickup,NET30,Delivered,Low,241.95999999999998,19.98,USD,1889 Washington Rd Generic City GA 41689,1889 Washington Rd Generic City GA 41689
SO20250820591,CUST0471,2025-08-11,2025-08-22,SALES003,Pickup,NET30,On Hold,High,3156.05,220.19,USD,8559 Main Ave Rochester NY 47876,8559 Main Ave Rochester NY 47876
SO20250820592,CUST0429,2025-08-05,2025-08-22,SALES002,Overnight,NET30,On Hold,Urgent,4178.24,309.5,USD,9880 Oak Rd Generic City MA 63956,9880 Oak Rd Generic City MA 63956
SO20250820593,CUST0254,2025-07-29,2025-08-21,SALES003,Express,NET15,Delivered,High,735.32,43.25,USD,8039 Second Ave Generic City OH 48895,8039 Second Ave Generic City OH 48895
SO20250820594,CUST0107,2025-08-12,2025-08-31,SALES007,Ground,NET30,Cancelled,Urgent,1367.18,101.27,CAD,6710 Elm Ave Chicago IL 87649,718 Industrial Blvd Generic City NJ 29758
SO20250820595,CUST0049,2025-08-09,2025-09-01,SALES002,2-Day,Wire Transfer,Cancelled,Normal,4547.06,267.47,CAD,6347 Park Blvd Buffalo NY 15709,6347 Park Blvd Buffalo NY 15709
SO20250820596,CUST0382,2025-07-26,2025-08-31,SALES005,Freight,NET45,Processing,Urgent,3424.77,238.94,EUR,4807 Elm Dr Orlando FL 30154,5335 Business Ave Chicago IL 15958
SO20250820597,CUST0392,2025-08-08,2025-08-22,SALES002,Express,Credit Card,Open,Low,2026.94,167.36,EUR,6060 Washington Ave Albany NY 35732,6060 Washington Ave Albany NY 35732
SO20250820598,CUST0260,2025-08-05,2025-08-21,SALES006,Overnight,Credit Card,On Hold,Normal,1842.07,136.45,CAD,6172 Park Rd Tallahassee FL 18297,6172 Park Rd Tallahassee FL 18297
SO20250820599,CUST0079,2025-08-03,2025-08-25,SALES004,Freight,Credit Card,On Hold,Urgent,2893.3900000000003,220.51,EUR,817 Washington Blvd Generic City NC 57129,817 Washington Blvd Generic City NC 57129
SO20250820600,CUST0492,2025-08-14,2025-09-03,SALES004,Freight,NET15,Delivered,Normal,3364.7599999999998,197.93,EUR,264 First Blvd Generic City NJ 69762,1780 Corporate Blvd Generic City PA 12034
SO20250820601,CUST0171,2025-08-07,2025-08-31,SALES007,2-Day,NET45,Closed,Low,1785.28,136.06,EUR,2783 Oak Ave Generic City GA 47941,2783 Oak Ave Generic City GA 47941
SO20250820602,CUST0130,2025-08-13,2025-08-21,SALES001,Overnight,NET30,Cancelled,Low,4702.0,358.35,EUR,4134 Second Ave Generic City GA 54548,4134 Second Ave Generic City GA 54548
SO20250820603,CUST0391,2025-07-30,2025-09-02,SALES002,2-Day,Wire Transfer,Processing,Low,2933.09,172.53,USD,3643 Oak Rd Generic City AZ 63891,3643 Oak Rd Generic City AZ 63891
SO20250820604,CUST0470,2025-07-27,2025-08-22,SALES005,Ground,Wire Transfer,On Hold,Normal,5025.21,372.24,USD,9842 Oak Ave Rochester NY 47649,9842 Oak Ave Rochester NY 47649
SO20250820605,CUST0077,2025-08-13,2025-09-01,SALES003,Pickup,NET15,Open,Low,1075.86,81.99,EUR,9022 Elm Ave Generic City MI 44702,9022 Elm Ave Generic City MI 44702
SO20250820606,CUST0171,2025-08-19,2025-08-31,SALES008,Freight,NET15,Cancelled,Normal,1278.98,89.23,EUR,2009 Elm Dr Generic City PA 63850,2009 Elm Dr Generic City PA 63850
SO20250820607,CUST0144,2025-07-23,2025-09-01,SALES005,Overnight,Wire Transfer,Delivered,Urgent,356.67,29.45,EUR,7609 Park Blvd Generic City AZ 38250,7609 Park Blvd Generic City AZ 38250
SO20250820608,CUST0464,2025-08-12,2025-08-21,SALES004,Ground,Wire Transfer,Delivered,Low,2140.27,149.32,CAD,8048 Oak St Houston TX 53825,8048 Oak St Houston TX 53825
SO20250820609,CUST0430,2025-07-28,2025-08-23,SALES007,Ground,COD,Cancelled,Normal,1048.92,73.18,CAD,7480 Washington Dr Generic City PA 35622,7480 Washington Dr Generic City PA 35622
SO20250820610,CUST0380,2025-08-15,2025-09-01,SALES005,Express,Credit Card,Processing,Low,2386.3,197.03,USD,2731 Park Ave Buffalo NY 35794,2731 Park Ave Buffalo NY 35794
SO20250820611,CUST0403,2025-08-18,2025-08-24,SALES006,Express,Wire Transfer,Processing,Normal,3216.0499999999997,189.18,CAD,549 Washington Rd Albany NY 48177,1671 Business Blvd Generic City AZ 19753
SO20250820612,CUST0088,2025-08-11,2025-08-26,SALES003,Express,Credit Card,Processing,High,2093.08,123.12,EUR,9525 Elm Ave Generic City NJ 94425,9525 Elm Ave Generic City NJ 94425
SO20250820613,CUST0144,2025-08-07,2025-08-23,SALES004,Express,Wire Transfer,Delivered,High,1929.03,134.58,CAD,3495 Elm Rd Generic City NC 68560,3495 Elm Rd Generic City NC 68560
SO20250820614,CUST0483,2025-08-02,2025-08-26,SALES002,Pickup,Credit Card,Open,High,4168.2699999999995,344.17,EUR,5675 Park Dr Generic City VA 57370,5675 Park Dr Generic City VA 57370
SO20250820615,CUST0031,2025-08-04,2025-09-01,SALES003,2-Day,COD,Processing,Normal,3997.1099999999997,278.87,USD,173 Park Dr San Antonio TX 19180,173 Park Dr San Antonio TX 19180
SO20250820616,CUST0309,2025-07-25,2025-08-25,SALES005,Overnight,Wire Transfer,Delivered,High,3898.2799999999997,288.76,USD,4505 Park Ave Generic City VA 58068,777 Warehouse Dr Generic City OH 84891
SO20250820617,CUST0070,2025-07-30,2025-09-03,SALES003,Overnight,Wire Transfer,Open,Normal,4431.1,328.23,EUR,1792 Washington St Generic City NJ 97548,1792 Washington St Generic City NJ 97548
SO20250820618,CUST0385,2025-07-24,2025-08-26,SALES006,Pickup,COD,Processing,High,819.48,62.45,CAD,9432 Washington Blvd Generic City OH 16468,5051 Corporate St Generic City MI 42552
SO20250820619,CUST0103,2025-08-07,2025-09-03,SALES005,Express,NET45,On Hold,High,5260.13,366.99,USD,4534 Washington Ave Generic City OH 28380,4932 Industrial Blvd Generic City NJ 17688
SO20250820620,CUST0357,2025-07-30,2025-09-03,SALES004,Overnight,NET15,Shipped,Normal,1052.75,61.93,USD,5591 Elm Dr Generic City MI 79926,5591 Elm Dr Generic City MI 79926
SO20250820621,CUST0467,2025-08-20,2025-08-30,SALES006,Express,Wire Transfer,Open,Normal,5329.22,371.81,EUR,4616 Park Dr Generic City AZ 46926,4616 Park Dr Generic City AZ 46926
SO20250820622,CUST0238,2025-08-19,2025-08-27,SALES008,Pickup,Wire Transfer,Cancelled,Urgent,1575.01,130.05,CAD,706 Second St Generic City NJ 70319,706 Second St Generic City NJ 70319
SO20250820623,CUST0377,2025-08-19,2025-09-01,SALES002,Pickup,NET15,Open,Normal,5397.5599999999995,399.82,EUR,6193 Second Rd Generic City WA 93908,6193 Second Rd Generic City WA 93908
SO20250820624,CUST0066,2025-08-17,2025-08-22,SALES008,2-Day,Wire Transfer,Closed,Low,1562.35,129.0,USD,1111 Second Ave Generic City AZ 35210,1111 Second Ave Generic City AZ 35210
SO20250820625,CUST0375,2025-07-25,2025-09-02,SALES005,Freight,NET30,Open,High,141.34,10.77,CAD,1502 Oak St Austin TX 17732,1502 Oak St Austin TX 17732
SO20250820626,CUST0344,2025-07-24,2025-08-25,SALES004,Ground,NET15,On Hold,High,4235.4400000000005,295.5,USD,9105 First St Generic City PA 60729,9105 First St Generic City PA 60729
SO20250820627,CUST0395,2025-08-07,2025-08-28,SALES006,Pickup,NET15,Shipped,Low,2846.67,210.86,USD,444 Park Blvd Generic City PA 25786,444 Park Blvd Generic City PA 25786
SO20250820628,CUST0068,2025-07-22,2025-08-28,SALES008,Ground,Wire Transfer,Processing,Low,4254.55,351.29,CAD,5587 Main St Los Angeles CA 20390,7814 Commerce Blvd Generic City OH 37237
SO20250820629,CUST0385,2025-08-09,2025-08-30,SALES004,2-Day,NET15,Open,Urgent,3521.8399999999997,268.41,CAD,8274 Oak Blvd Austin TX 55581,8274 Oak Blvd Austin TX 55581
SO20250820630,CUST0435,2025-07-29,2025-08-21,SALES008,Express,COD,Open,Normal,90.45,6.31,CAD,9041 Elm Blvd Generic City VA 52058,5025 Commerce Rd Generic City VA 77837
SO20250820631,CUST0224,2025-07-28,2025-09-02,SALES001,Pickup,Credit Card,Delivered,Normal,4128.51,288.04,USD,1724 Elm St Generic City OH 86325,1318 Warehouse St Generic City MI 45243
SO20250820632,CUST0396,2025-08-19,2025-08-21,SALES002,Express,Wire Transfer,On Hold,Urgent,5417.31,447.3,USD,8559 Park Dr Generic City NJ 50095,2557 Business Blvd Generic City PA 93351
SO20250820633,CUST0099,2025-08-11,2025-09-01,SALES006,Ground,NET30,Delivered,Urgent,3509.08,267.44,USD,9852 Washington Dr Generic City NC 67323,1460 Commerce Blvd Generic City NC 19184
SO20250820634,CUST0488,2025-07-27,2025-08-23,SALES003,Pickup,COD,Processing,High,157.17,11.98,CAD,8564 Oak Dr Generic City GA 69705,8564 Oak Dr Generic City GA 69705
SO20250820635,CUST0035,2025-08-20,2025-08-28,SALES001,Freight,Wire Transfer,Processing,High,2732.03,190.61,EUR,3687 Oak St Generic City PA 56591,3687 Oak St Generic City PA 56591
SO20250820636,CUST0092,2025-08-19,2025-08-29,SALES003,Pickup,NET30,On Hold,Urgent,503.68,38.39,EUR,1449 Second Ave New York NY 87284,2400 Corporate Dr Generic City PA 17595
SO20250820637,CUST0452,2025-07-30,2025-08-29,SALES007,Freight,COD,On Hold,Low,4528.099999999999,266.36,EUR,4021 Park St Chicago IL 84447,4021 Park St Chicago IL 84447
SO20250820638,CUST0336,2025-07-30,2025-08-28,SALES007,Overnight,NET30,On Hold,Urgent,4204.32,320.42,USD,3680 Washington Rd Generic City MA 88056,3680 Washington Rd Generic City MA 88056
SO20250820639,CUST0178,2025-08-19,2025-08-27,SALES007,Pickup,COD,Cancelled,Urgent,99.91000000000001,7.4,CAD,534 Elm St Fort Worth TX 54532,973 Warehouse Ave Fort Worth TX 15642
SO20250820640,CUST0214,2025-07-31,2025-08-30,SALES003,2-Day,NET15,Cancelled,Low,5312.0,393.48,CAD,5205 Washington St Generic City MA 86682,5205 Washington St Generic City MA 86682
SO20250820641,CUST0148,2025-07-27,2025-08-22,SALES003,2-Day,NET30,Delivered,Low,306.48,18.03,EUR,9674 Park St Syracuse NY 67700,9674 Park St Syracuse NY 67700
SO20250820642,CUST0298,2025-08-17,2025-09-02,SALES002,Pickup,NET45,Closed,Normal,2691.2599999999998,199.35,EUR,2294 Washington St Houston TX 68971,2294 Washington St Houston TX 68971
SO20250820643,CUST0289,2025-07-25,2025-09-01,SALES002,Ground,COD,Delivered,Urgent,2006.19,118.01,CAD,5654 Elm Ave Jacksonville FL 23790,5654 Elm Ave Jacksonville FL 23790
SO20250820644,CUST0229,2025-08-09,2025-08-31,SALES003,Express,Credit Card,Shipped,Low,4465.37,340.32,USD,9655 Main Ave Generic City MA 65640,9655 Main Ave Generic City MA 65640
SO20250820645,CUST0285,2025-08-07,2025-08-28,SALES006,Overnight,COD,Shipped,Normal,5092.6,377.23,USD,4760 Oak Rd Rockford IL 27908,4760 Oak Rd Rockford IL 27908
SO20250820646,CUST0266,2025-08-17,2025-08-23,SALES001,Overnight,Credit Card,Open,Low,2643.79,155.52,USD,4180 Elm Ave Los Angeles CA 10723,4180 Elm Ave Los Angeles CA 10723
SO20250820647,CUST0434,2025-08-13,2025-08-25,SALES002,Overnight,NET15,Closed,Low,1929.4199999999998,159.31,EUR,1964 Second Dr Generic City WA 21058,1964 Second Dr Generic City WA 21058
SO20250820648,CUST0256,2025-07-23,2025-08-27,SALES005,2-Day,NET45,Closed,Low,1259.78,104.02,CAD,1327 Second Ave Generic City VA 26402,1327 Second Ave Generic City VA 26402
SO20250820649,CUST0239,2025-07-29,2025-09-03,SALES008,Express,COD,Open,Low,1465.6200000000001,86.21,USD,416 Elm Ave Generic City VA 78579,416 Elm Ave Generic City VA 78579
SO20250820650,CUST0436,2025-07-26,2025-08-27,SALES006,Pickup,NET45,Closed,Normal,3870.69,319.6,CAD,4198 Washington Rd Generic City OH 85514,9684 Corporate Blvd Generic City AZ 56173
SO20250820651,CUST0098,2025-07-23,2025-08-30,SALES002,Freight,NET15,Processing,Normal,3035.8399999999997,231.37,USD,5075 First Ave Generic City WA 39437,5075 First Ave Generic City WA 39437
SO20250820652,CUST0394,2025-08-06,2025-08-24,SALES007,Pickup,Wire Transfer,Open,Low,2386.3599999999997,166.49,EUR,7354 Second Ave Generic City GA 23721,7354 Second Ave Generic City GA 23721
SO20250820653,CUST0112,2025-07-31,2025-08-25,SALES003,Pickup,Credit Card,Open,Low,1594.98,131.7,USD,8901 Washington Blvd Generic City NJ 30587,1384 Business St Rockford IL 30925
SO20250820654,CUST0058,2025-07-27,2025-09-03,SALES007,Overnight,COD,Cancelled,Low,285.72,16.81,CAD,5299 Park Rd Generic City MA 68429,5299 Park Rd Generic City MA 68429
SO20250820655,CUST0082,2025-07-29,2025-08-25,SALES003,Pickup,NET45,On Hold,Urgent,3034.7799999999997,250.58,USD,4204 Elm St Generic City NC 92307,4204 Elm St Generic City NC 92307
SO20250820656,CUST0370,2025-08-11,2025-08-31,SALES006,Ground,Wire Transfer,Processing,Urgent,2858.08,199.4,EUR,6490 Park St Rockford IL 78573,6490 Park St Rockford IL 78573
SO20250820657,CUST0132,2025-08-11,2025-08-30,SALES007,Ground,NET30,Closed,Urgent,5312.28,370.62,EUR,1357 First Ave Generic City NC 12904,1357 First Ave Generic City NC 12904
SO20250820658,CUST0239,2025-07-23,2025-08-30,SALES002,Freight,NET15,On Hold,High,2768.9900000000002,162.88,USD,8547 Elm Ave Generic City PA 41293,1254 Industrial Rd Peoria IL 79181
SO20250820659,CUST0077,2025-08-01,2025-08-31,SALES005,2-Day,NET45,On Hold,Low,1122.05,85.51,EUR,5085 Elm Dr Generic City NC 50313,5085 Elm Dr Generic City NC 50313
SO20250820660,CUST0180,2025-08-20,2025-08-28,SALES005,Express,Credit Card,On Hold,Normal,4483.0199999999995,370.16,CAD,1009 Second Rd Generic City AZ 66073,1009 Second Rd Generic City AZ 66073
SO20250820661,CUST0444,2025-08-10,2025-08-26,SALES001,Ground,NET45,Processing,High,4316.32,328.96,EUR,6530 Washington Dr Houston TX 37391,6530 Washington Dr Houston TX 37391
SO20250820662,CUST0200,2025-08-18,2025-08-25,SALES003,2-Day,COD,Shipped,Low,4073.8199999999997,239.64,CAD,2554 Park Blvd Generic City VA 67243,2554 Park Blvd Generic City VA 67243
SO20250820663,CUST0033,2025-07-31,2025-08-25,SALES003,Pickup,NET45,Cancelled,Normal,1667.07,123.49,USD,7466 Elm Blvd Generic City GA 74940,7466 Elm Blvd Generic City GA 74940
SO20250820664,CUST0031,2025-07-27,2025-08-27,SALES002,2-Day,COD,Open,Low,3575.32,210.31,EUR,520 Elm St Generic City OH 18048,5464 Corporate Rd Generic City MI 36510
SO20250820665,CUST0464,2025-07-24,2025-08-31,SALES006,Freight,Wire Transfer,Delivered,Normal,2861.71,236.29,CAD,6365 First Blvd Generic City GA 10019,6365 First Blvd Generic City GA 10019
SO20250820666,CUST0153,2025-07-21,2025-08-28,SALES002,2-Day,NET45,Open,Normal,1486.54,87.44,USD,6950 Washington Blvd Generic City NC 94524,9440 Industrial Dr Generic City PA 72741
SO20250820667,CUST0186,2025-08-08,2025-08-23,SALES008,2-Day,NET45,Shipped,High,1306.9199999999998,96.81,EUR,7455 First Rd Generic City NJ 56927,7455 First Rd Generic City NJ 56927
SO20250820668,CUST0205,2025-07-30,2025-08-25,SALES003,Express,Wire Transfer,Open,High,233.76999999999998,17.32,CAD,5966 Park Ave Generic City GA 89997,5966 Park Ave Generic City GA 89997
SO20250820669,CUST0393,2025-07-29,2025-09-03,SALES001,Ground,Credit Card,Cancelled,Urgent,4222.59,348.65,USD,1122 First Ave Generic City AZ 77035,1122 First Ave Generic City AZ 77035
SO20250820670,CUST0464,2025-07-28,2025-08-23,SALES008,Ground,NET45,On Hold,Normal,3536.59,261.97,USD,9651 Park Dr Houston TX 41465,9651 Park Dr Houston TX 41465
SO20250820671,CUST0160,2025-08-12,2025-09-03,SALES003,2-Day,NET15,Processing,High,1669.91,127.27,EUR,9241 Elm Rd Generic City NC 16129,9241 Elm Rd Generic City NC 16129
SO20250820672,CUST0232,2025-08-08,2025-08-24,SALES005,Pickup,NET30,Delivered,Normal,2407.5,183.48,USD,7397 Park Dr San Diego CA 35366,7397 Park Dr San Diego CA 35366
SO20250820673,CUST0483,2025-08-03,2025-08-22,SALES006,Overnight,NET15,On Hold,Urgent,402.3,30.66,USD,1505 Oak Rd Generic City OH 74912,1505 Oak Rd Generic City OH 74912
SO20250820674,CUST0150,2025-08-20,2025-09-01,SALES004,Ground,Credit Card,Cancelled,Low,2289.21,134.66,CAD,6606 Park Rd Rochester NY 78514,7956 Corporate Ave Generic City NJ 19961
SO20250820675,CUST0258,2025-08-16,2025-08-23,SALES005,Overnight,Credit Card,Cancelled,Normal,1434.6299999999999,109.34,EUR,7308 Main Dr Generic City MA 23434,7308 Main Dr Generic City MA 23434
SO20250820676,CUST0227,2025-08-18,2025-08-31,SALES005,Freight,Wire Transfer,Closed,High,3313.38,245.44,CAD,2926 Oak Blvd Generic City NC 29835,2926 Oak Blvd Generic City NC 29835
SO20250820677,CUST0029,2025-08-20,2025-09-02,SALES004,2-Day,NET15,Processing,Urgent,1396.57,103.45,USD,1670 Main Blvd Rockford IL 51246,1670 Main Blvd Rockford IL 51246
SO20250820678,CUST0096,2025-07-24,2025-08-23,SALES002,Freight,NET15,On Hold,High,2453.43,202.58,USD,7223 Second Dr Generic City GA 95610,7223 Second Dr Generic City GA 95610
SO20250820679,CUST0342,2025-08-01,2025-08-24,SALES002,Express,NET15,On Hold,Urgent,1741.74,143.81,USD,4949 Oak Blvd Jacksonville FL 52256,6010 Industrial Ave Generic City AZ 32915
SO20250820680,CUST0418,2025-07-28,2025-08-22,SALES001,Ground,NET30,Shipped,High,2488.7,205.49,USD,9746 Elm Rd Naperville IL 56945,7820 Commerce Ave Generic City WA 22490
SO20250820681,CUST0360,2025-07-26,2025-08-28,SALES001,2-Day,COD,Closed,Normal,2990.33,208.63,USD,3645 First Blvd San Diego CA 58614,3645 First Blvd San Diego CA 58614
SO20250820682,CUST0469,2025-07-24,2025-08-24,SALES007,Overnight,Credit Card,Closed,Normal,2717.31,189.58,CAD,5210 Elm Blvd Generic City NJ 85962,5210 Elm Blvd Generic City NJ 85962
SO20250820683,CUST0060,2025-08-20,2025-08-31,SALES007,Express,NET30,On Hold,Urgent,4162.4,343.68,USD,6276 Washington St Generic City NJ 46012,6276 Washington St Generic City NJ 46012
SO20250820684,CUST0298,2025-08-11,2025-08-23,SALES003,Ground,NET15,Closed,Normal,2431.81,169.66,EUR,921 Second Rd Generic City WA 96992,921 Second Rd Generic City WA 96992
SO20250820685,CUST0461,2025-08-15,2025-08-21,SALES004,Freight,COD,Processing,Low,781.04,45.94,USD,9800 Park Rd Generic City NC 35161,9800 Park Rd Generic City NC 35161
SO20250820686,CUST0421,2025-08-01,2025-09-03,SALES001,Ground,NET45,Open,High,5092.24,388.09,CAD,9255 Washington St Sacramento CA 92322,3990 Commerce Blvd Generic City NC 14037
SO20250820687,CUST0004,2025-07-24,2025-08-26,SALES005,Overnight,Credit Card,Open,Low,687.53,50.93,USD,6920 Main Blvd Generic City MA 74697,6920 Main Blvd Generic City MA 74697
SO20250820688,CUST0096,2025-08-17,2025-09-01,SALES002,Ground,NET45,Shipped,High,3150.87,240.14,EUR,9870 Second Rd Generic City VA 96238,9870 Second Rd Generic City VA 96238
SO20250820689,CUST0443,2025-08-18,2025-08-24,SALES007,2-Day,NET15,Delivered,Urgent,5203.22,429.62,USD,9503 First Rd Austin TX 93162,9503 First Rd Austin TX 93162
SO20250820690,CUST0204,2025-08-20,2025-08-30,SALES001,Ground,COD,On Hold,Low,4097.3,303.5,EUR,395 Park Dr Jacksonville FL 48271,395 Park Dr Jacksonville FL 48271
SO20250820691,CUST0154,2025-08-09,2025-08-31,SALES004,Pickup,NET45,Closed,Urgent,716.33,42.14,EUR,2009 First Ave Generic City OH 53878,2009 First Ave Generic City OH 53878
SO20250820692,CUST0323,2025-07-26,2025-08-21,SALES006,Express,NET30,On Hold,High,4036.87,299.03,EUR,5022 Park Dr Generic City NC 15663,5022 Park Dr Generic City NC 15663
SO20250820693,CUST0142,2025-08-03,2025-09-01,SALES006,2-Day,NET45,Open,Urgent,925.31,68.54,USD,7480 Washington Blvd Generic City AZ 23073,7480 Washington Blvd Generic City AZ 23073
SO20250820694,CUST0328,2025-08-02,2025-08-24,SALES006,Express,Credit Card,Open,Low,2822.89,233.08,USD,6659 Second Dr Generic City VA 13480,6659 Second Dr Generic City VA 13480
SO20250820695,CUST0348,2025-08-09,2025-08-23,SALES002,Freight,NET45,Cancelled,Urgent,1443.46,100.71,EUR,9765 Main St Springfield IL 77472,9765 Main St Springfield IL 77472
SO20250820696,CUST0272,2025-08-02,2025-08-23,SALES006,Freight,Wire Transfer,Shipped,Urgent,3338.9500000000003,275.69,USD,488 Oak Dr Jacksonville FL 71799,488 Oak Dr Jacksonville FL 71799
